Time,H,Q
40675.41667,0.41,190.87
40675.45833,0.44,200.7
40675.5,0.47,210.77
40675.54167,0.3,156.94
40675.58333,0.23,137.08
40675.625,0.15,116.02
40675.66667,0.06,94.43
40675.70833,0.07,96.72
40675.75,0.04,89.94
40675.79167,0.04,89.94
40675.83333,0.3,156.94
40675.875,0.44,200.7
40675.91667,0.51,224.59
40675.95833,0.7,296.22
40676,0.71,300.26
40676.04167,0.68,288.21
40676.08333,0.72,304.33
40676.125,0.58,249.83
40676.16667,0.47,210.77
40676.20833,0.44,200.7
40676.25,0.41,190.87
40676.29167,0.4,187.65
40676.33333,0.47,210.77
40676.375,0.57,246.14
40676.41667,0.6,257.29
40676.45833,0.62,264.85
40676.5,0.77,325.1
40676.54167,0.7,296.22
40676.58333,0.61,261.06
40676.625,0.61,261.06
40676.66667,0.57,246.14
40676.70833,0.54,235.24
40676.75,0.51,224.59
40676.79167,0.52,228.11
40676.83333,0.57,246.14
40676.875,0.64,272.53
40676.91667,0.75,316.71
40676.95833,0.81,342.21
40677,0.89,377.74
40677.04167,0.93,396.16
40677.08333,0.86,364.21
40677.125,0.77,325.1
40677.16667,0.63,268.68
40677.20833,0.45,204.03
40677.25,0.33,165.87
40677.29167,0.29,154.02
40677.33333,0.25,142.62
40677.375,0.28,151.13
40677.41667,0.33,165.87
40677.45833,0.42,194.12
40677.5,0.58,249.83
40677.54167,0.63,268.68
40677.58333,0.63,268.68
40677.625,0.65,276.41
40677.66667,0.49,217.63
40677.70833,0.4,187.65
40677.75,0.31,159.89
40677.79167,0.22,134.35
40677.83333,0.24,139.84
40677.875,0.28,151.13
40677.91667,0.39,184.45
40677.95833,0.52,228.11
40678,0.67,284.25
40678.04167,0.74,312.56
40678.08333,0.74,312.56
40678.125,0.63,268.68
40678.16667,0.48,214.19
40678.20833,0.31,159.89
40678.25,0.11,106.15
40678.29167,-0.05,71.06
40678.33333,-0.13,56.15
40678.375,-0.14,54.41
40678.41667,-0.11,59.71
40678.45833,0.01,83.4
40678.5,0.25,142.62
40678.54167,0.46,207.39
40678.58333,0.61,261.06
40678.625,0.6,257.29
40678.66667,0.55,238.85
40678.70833,0.5,221.1
40678.75,0.35,171.95
40678.79167,0.2,128.98
40678.83333,0.18,123.71
40678.875,0.19,126.33
40678.91667,0.25,142.62
40678.95833,0.4,187.65
40679,0.62,264.85
40679.04167,0.75,316.71
40679.08333,0.75,316.71
40679.125,0.68,288.21
40679.16667,0.55,238.85
40679.20833,0.31,159.89
40679.25,0.11,106.15
40679.29167,-0.05,71.06
40679.33333,-0.18,47.72
40679.375,-0.26,35.65
40679.41667,-0.26,35.65
40679.45833,-0.19,46.11
40679.5,0,81.27
40679.54167,0.29,154.02
40679.58333,0.56,242.48
40679.625,0.78,329.33
40679.66667,0.78,329.33
40679.70833,0.79,333.6
40679.75,0.62,264.85
40679.79167,0.46,207.39
40679.83333,0.36,175.04
40679.875,0.29,154.02
40679.91667,0.29,154.02
40679.95833,0.41,190.87
40680,0.6,257.29
40680.04167,0.75,316.71
40680.08333,0.88,373.2
40680.125,0.86,364.21
40680.16667,0.72,304.33
40680.20833,0.54,235.24
40680.25,0.29,154.02
40680.29167,0.08,99.04
40680.33333,-0.11,59.71
40680.375,-0.25,37.07
40680.41667,-0.31,29.01
40680.45833,-0.31,29.01
40680.5,-0.2,44.54
40680.54167,0.06,94.43
40680.58333,0.33,165.87
40680.625,0.66,280.31
40680.66667,0.75,316.71
40680.70833,0.78,329.33
40680.75,0.7,296.22
40680.79167,0.55,238.85
40680.83333,0.46,207.39
40680.875,0.36,175.04
40680.91667,0.33,165.87
40680.95833,0.33,165.87
40681,0.51,224.59
40681.04167,0.7,296.22
40681.08333,0.84,355.33
40681.125,0.92,391.51
40681.16667,0.84,355.33
40681.20833,0.68,288.21
40681.25,0.39,184.45
40681.29167,0.12,108.58
40681.33333,-0.07,67.17
40681.375,-0.26,35.65
40681.41667,-0.33,26.54
40681.45833,-0.34,25.35
40681.5,-0.32,27.76
40681.54167,-0.21,42.99
40681.58333,0.06,94.43
40681.625,0.38,181.29
40681.66667,0.59,253.54
40681.70833,0.71,300.26
40681.75,0.65,276.41
40681.79167,0.61,261.06
40681.83333,0.48,214.19
40681.875,0.33,165.87
40681.91667,0.31,159.89
40681.95833,0.25,142.62
40682,0.37,178.15
40682.04167,0.53,231.67
40682.08333,0.77,325.1
40682.125,0.85,359.75
40682.16667,0.82,346.55
40682.20833,0.79,333.6
40682.25,0.58,249.83
40682.29167,0.3,156.94
40682.33333,0.05,92.17
40682.375,-0.21,42.99
40682.41667,-0.33,26.54
40682.45833,-0.37,21.93
40682.5,-0.41,17.77
40682.54167,-0.37,21.93
40682.58333,-0.24,38.51
40682.625,0.05,92.17
40682.66667,0.43,197.4
40682.70833,0.56,242.48
40682.75,0.63,268.68
40682.79167,0.63,268.68
40682.83333,0.55,238.85
40682.875,0.43,197.4
40682.91667,0.32,162.86
40682.95833,0.29,154.02
40683,0.33,165.87
40683.04167,0.49,217.63
40683.08333,0.68,288.21
40683.125,0.77,325.1
40683.16667,0.94,400.84
40683.20833,0.9,382.3
40683.25,0.74,312.56
40683.29167,0.5,221.1
40683.33333,0.26,145.43
40683.375,-0.02,77.11
40683.41667,-0.19,46.11
40683.45833,-0.36,23.04
40683.5,-0.43,15.85
40683.54167,-0.45,14.04
40683.58333,-0.29,31.58
40683.625,-0.06,69.1
40683.66667,0.16,118.56
40683.70833,0.52,228.11
40683.75,0.67,284.25
40683.79167,0.57,246.14
40683.83333,0.65,276.41
40683.875,0.51,224.59
40683.91667,0.43,197.4
40683.95833,0.34,168.9
40684,0.29,154.02
40684.04167,0.37,178.15
40684.08333,0.63,268.68
40684.125,0.66,280.31
40684.16667,0.87,368.69
40684.20833,1.01,434.32
40684.25,0.8,337.89
40684.29167,0.76,320.89
40684.33333,0.5,221.1
40684.375,0.18,123.71
40684.41667,-0.02,77.11
40684.45833,-0.16,51.01
40684.5,-0.3,30.28
40684.54167,-0.34,25.35
40684.58333,-0.29,31.58
40684.625,-0.2,44.54
40684.66667,0.1,103.76
40684.70833,0.41,190.87
40684.75,0.44,200.7
40684.79167,0.66,280.31
40684.83333,0.62,264.85
40684.875,0.57,246.14
40684.91667,0.52,228.11
40684.95833,0.39,184.45
40685,0.34,168.9
40685.04167,0.38,181.29
40685.08333,0.41,190.87
40685.125,0.67,284.25
40685.16667,0.71,300.26
40685.20833,0.86,364.21
40685.25,0.93,396.16
40685.29167,0.75,316.71
40685.33333,0.69,292.2
40685.375,0.48,214.19
40685.41667,0.2,128.98
40685.45833,0.01,83.4
40685.5,-0.09,63.39
40685.54167,-0.21,42.99
40685.58333,-0.24,38.51
40685.625,-0.1,61.54
40685.66667,-0.03,75.07
40685.70833,0.22,134.35
40685.75,0.38,181.29
40685.79167,0.51,224.59
40685.83333,0.64,272.53
40685.875,0.55,238.85
40685.91667,0.54,235.24
40685.95833,0.44,200.7
40686,0.32,162.86
40686.04167,0.26,145.43
40686.08333,0.31,159.89
40686.125,0.33,165.87
40686.16667,0.42,194.12
40686.20833,0.6,257.29
40686.25,0.61,261.06
40686.29167,0.58,249.83
40686.33333,0.57,246.14
40686.375,0.39,184.45
40686.41667,0.22,134.35
40686.45833,0.02,85.55
40686.5,-0.09,63.39
40686.54167,-0.19,46.11
40686.58333,-0.27,34.27
40686.625,-0.29,31.58
40686.66667,-0.13,56.15
40686.70833,0.05,92.17
40686.75,0.18,123.71
40686.79167,0.4,187.65
40686.83333,0.46,207.39
40686.875,0.5,221.1
40686.91667,0.55,238.85
40686.95833,0.4,187.65
40687,0.32,162.86
40687.04167,0.36,175.04
40687.08333,0.18,123.71
40687.125,0.21,131.65
40687.16667,0.37,178.15
40687.20833,0.34,168.9
40687.25,0.51,224.59
40687.29167,0.58,249.83
40687.33333,0.45,204.03
40687.375,0.45,204.03
40687.41667,0.27,148.27
40687.45833,0.17,121.12
40687.5,0.11,106.15
40687.54167,-0.04,73.05
40687.58333,-0.13,56.15
40687.625,-0.14,54.41
40687.66667,-0.11,59.71
40687.70833,0.01,83.4
40687.75,0.22,134.35
40687.79167,0.29,154.02
40687.83333,0.44,200.7
40687.875,0.53,231.67
40687.91667,0.5,221.1
40687.95833,0.46,207.39
40688,0.4,187.65
40688.04167,0.27,148.27
40688.08333,0.26,145.43
40688.125,0.22,134.35
40688.16667,0.1,103.76
40688.20833,0.27,148.27
40688.25,0.27,148.27
40688.29167,0.22,134.35
40688.33333,0.42,194.12
40688.375,0.28,151.13
40688.41667,0.27,148.27
40688.45833,0.38,181.29
40688.5,0.19,126.33
40688.54167,0.06,94.43
40688.58333,0.05,92.17
40688.625,-0.07,67.17
40688.66667,-0.12,57.92
40688.70833,0.04,89.94
40688.75,0.04,89.94
40688.79167,0.2,128.98
40688.83333,0.39,184.45
40688.875,0.42,194.12
40688.91667,0.51,224.59
40688.95833,0.52,228.11
40689,0.43,197.4
40689.04167,0.38,181.29
40689.08333,0.34,168.9
40689.125,0.18,123.71
40689.16667,0.11,106.15
40689.20833,0.11,106.15
40689.25,0.05,92.17
40689.29167,0.11,106.15
40689.33333,0.21,131.65
40689.375,0.14,113.52
40689.41667,0.31,159.89
40689.45833,0.31,159.89
40689.5,0.24,139.84
40689.54167,0.23,137.08
40689.58333,0.19,126.33
40689.625,0.08,99.04
40689.66667,0.02,85.55
40689.70833,0.07,96.72
40689.75,0.1,103.76
40689.79167,0.1,103.76
40689.83333,0.32,162.86
40689.875,0.42,194.12
40689.91667,0.48,214.19
40689.95833,0.57,246.14
40690,0.49,217.63
40690.04167,0.45,204.03
40690.08333,0.39,184.45
40690.125,0.27,148.27
40690.16667,0.12,108.58
40690.20833,0.06,94.43
40690.25,-0.02,77.11
40690.29167,-0.04,73.05
40690.33333,-0.02,77.11
40690.375,0.06,94.43
40690.41667,0.23,137.08
40690.45833,0.33,165.87
40690.5,0.46,207.39
40690.54167,0.39,184.45
40690.58333,0.35,171.95
40690.625,0.28,151.13
40690.66667,0.24,139.84
40690.70833,0.21,131.65
40690.75,0.15,116.02
40690.79167,0.21,131.65
40690.83333,0.25,142.62
40690.875,0.34,168.9
40690.91667,0.55,238.85
40690.95833,0.57,246.14
40691,0.58,249.83
40691.04167,0.6,257.29
40691.08333,0.47,210.77
40691.125,0.35,171.95
40691.16667,0.24,139.84
40691.20833,0.1,103.76
40691.25,-0.02,77.11
40691.29167,-0.05,71.06
40691.33333,-0.08,65.26
40691.375,-0.01,79.18
40691.41667,0.18,123.71
40691.45833,0.24,139.84
40691.5,0.37,178.15
40691.54167,0.52,228.11
40691.58333,0.38,181.29
40691.625,0.45,204.03
40691.66667,0.37,178.15
40691.70833,0.24,139.84
40691.75,0.26,145.43
40691.79167,0.25,142.62
40691.83333,0.22,134.35
40691.875,0.39,184.45
40691.91667,0.54,235.24
40691.95833,0.51,224.59
40692,0.72,304.33
40692.04167,0.72,304.33
40692.08333,0.59,253.54
40692.125,0.57,246.14
40692.16667,0.39,184.45
40692.20833,0.2,128.98
40692.25,0.11,106.15
40692.29167,0,81.27
40692.33333,-0.09,63.39
40692.375,-0.06,69.1
40692.41667,0.02,85.55
40692.45833,0.2,128.98
40692.5,0.38,181.29
40692.54167,0.5,221.1
40692.58333,0.57,246.14
40692.625,0.65,276.41
40692.66667,0.57,246.14
40692.70833,0.57,246.14
40692.75,0.48,214.19
40692.79167,0.38,181.29
40692.83333,0.38,181.29
40692.875,0.47,210.77
40692.91667,0.65,276.41
40692.95833,0.73,308.43
40693,0.78,329.33
40693.04167,0.93,396.16
40693.08333,0.99,424.62
40693.125,0.85,359.75
40693.16667,0.74,312.56
40693.20833,0.67,284.25
40693.25,0.53,231.67
40693.29167,0.5,221.1
40693.33333,0.56,242.48
40693.375,0.65,276.41
40693.41667,0.85,359.75
40693.45833,1.04,449.09
40693.5,1.33,604.52
40693.54167,1.49,700.15
40693.58333,1.65,802.8
40693.625,1.8,905.4
40693.66667,1.92,991.92
40693.70833,1.92,991.92
40693.75,1.92,991.92
40693.79167,1.9,977.23
40693.83333,1.91,984.56
40693.875,1.9,977.23
40693.91667,1.91,984.56
40693.95833,1.91,984.56
40694,1.92,991.92
40694.04167,1.9,977.23
40694.08333,1.92,991.92
40694.125,1.83,926.66
40694.16667,1.76,877.44
40694.20833,1.6,769.96
40694.25,1.45,675.59
40694.29167,1.36,621.92
40694.33333,1.26,564.89
40694.375,1.16,510.61
40694.41667,1.1,479.36
40694.45833,1.04,449.09
40694.5,1.02,439.22
40694.54167,0.97,415.02
40694.58333,1.08,469.16
40694.625,1.17,515.91
40694.66667,1.19,526.61
40694.70833,1.17,515.91
40694.75,1.08,469.16
40694.79167,0.97,415.02
40694.83333,0.89,377.74
40694.875,0.82,346.55
40694.91667,0.76,320.89
40694.95833,0.83,350.92
40695,0.87,368.69
40695.04167,0.96,410.27
40695.08333,1.04,449.09
40695.125,1,429.46
40695.16667,0.95,405.54
40695.20833,0.85,359.75
40695.25,0.62,264.85
40695.29167,0.44,200.7
40695.33333,0.29,154.02
40695.375,0.2,128.98
40695.41667,0.19,126.33
40695.45833,0.16,118.56
40695.5,0.17,121.12
40695.54167,0.25,142.62
40695.58333,0.5,221.1
40695.625,0.66,280.31
40695.66667,0.78,329.33
40695.70833,0.85,359.75
40695.75,0.75,316.71
40695.79167,0.68,288.21
40695.83333,0.59,253.54
40695.875,0.53,231.67
40695.91667,0.49,217.63
40695.95833,0.48,214.19
40696,0.61,261.06
40696.04167,0.75,316.71
40696.08333,0.84,355.33
40696.125,0.92,391.51
40696.16667,0.87,368.69
40696.20833,0.75,316.71
40696.25,0.58,249.83
40696.29167,0.39,184.45
40696.33333,0.21,131.65
40696.375,0.08,99.04
40696.41667,0.01,83.4
40696.45833,-0.05,71.06
40696.5,-0.03,75.07
40696.54167,0.04,89.94
40696.58333,0.23,137.08
40696.625,0.54,235.24
40696.66667,0.66,280.31
40696.70833,0.82,346.55
40696.75,0.79,333.6
40696.79167,0.67,284.25
40696.83333,0.61,261.06
40696.875,0.52,228.11
40696.91667,0.45,204.03
40696.95833,0.46,207.39
40697,0.52,228.11
40697.04167,0.66,280.31
40697.08333,0.86,364.21
40697.125,0.94,400.84
40697.16667,0.9,382.3
40697.20833,0.87,368.69
40697.25,0.73,308.43
40697.29167,0.47,210.77
40697.33333,0.26,145.43
40697.375,0.02,85.55
40697.41667,-0.04,73.05
40697.45833,-0.08,65.26
40697.5,-0.12,57.92
40697.54167,-0.07,67.17
40697.58333,0.08,99.04
40697.625,0.38,181.29
40697.66667,0.6,257.29
40697.70833,0.8,337.89
40697.75,0.78,329.33
40697.79167,0.72,304.33
40697.83333,0.66,280.31
40697.875,0.55,238.85
40697.91667,0.46,207.39
40697.95833,0.44,200.7
40698,0.43,197.4
40698.04167,0.56,242.48
40698.08333,0.77,325.1
40698.125,0.8,337.89
40698.16667,0.99,424.62
40698.20833,0.92,391.51
40698.25,0.81,342.21
40698.29167,0.6,257.29
40698.33333,0.33,165.87
40698.375,0.11,106.15
40698.41667,-0.04,73.05
40698.45833,-0.15,52.69
40698.5,-0.18,47.72
40698.54167,-0.15,52.69
40698.58333,-0.05,71.06
40698.625,0.22,134.35
40698.66667,0.49,217.63
40698.70833,0.69,292.2
40698.75,0.71,300.26
40698.79167,0.81,342.21
40698.83333,0.69,292.2
40698.875,0.56,242.48
40698.91667,0.52,228.11
40698.95833,0.42,194.12
40699,0.37,178.15
40699.04167,0.51,224.59
40699.08333,0.66,280.31
40699.125,0.72,304.33
40699.16667,0.99,424.62
40699.20833,0.91,386.89
40699.25,0.86,364.21
40699.29167,0.72,304.33
40699.33333,0.49,217.63
40699.375,0.23,137.08
40699.41667,0.01,83.4
40699.45833,-0.14,54.41
40699.5,-0.25,37.07
40699.54167,-0.25,37.07
40699.58333,-0.2,44.54
40699.625,0.04,89.94
40699.66667,0.27,148.27
40699.70833,0.56,242.48
40699.75,0.71,300.26
40699.79167,0.79,333.6
40699.83333,0.77,325.1
40699.875,0.67,284.25
40699.91667,0.57,246.14
40699.95833,0.5,221.1
40700,0.42,194.12
40700.04167,0.42,194.12
40700.08333,0.55,238.85
40700.125,0.67,284.25
40700.16667,0.79,333.6
40700.20833,0.94,400.84
40700.25,0.91,386.89
40700.29167,0.73,308.43
40700.33333,0.6,257.29
40700.375,0.38,181.29
40700.41667,0.19,126.33
40700.45833,0.04,89.94
40700.5,-0.1,61.54
40700.54167,-0.19,46.11
40700.58333,-0.18,47.72
40700.625,-0.11,59.71
40700.66667,0.1,103.76
40700.70833,0.43,197.4
40700.75,0.51,224.59
40700.79167,0.74,312.56
40700.83333,0.73,308.43
40700.875,0.66,280.31
40700.91667,0.61,261.06
40700.95833,0.45,204.03
40701,0.35,171.95
40701.04167,0.36,175.04
40701.08333,0.36,175.04
40701.125,0.4,187.65
40701.16667,0.63,268.68
40701.20833,0.66,280.31
40701.25,0.84,355.33
40701.29167,0.76,320.89
40701.33333,0.63,268.68
40701.375,0.46,207.39
40701.41667,0.3,156.94
40701.45833,0.15,116.02
40701.5,-0.01,79.18
40701.54167,-0.11,59.71
40701.58333,-0.16,51.01
40701.625,-0.09,63.39
40701.66667,0.07,96.72
40701.70833,0.27,148.27
40701.75,0.52,228.11
40701.79167,0.66,280.31
40701.83333,0.75,316.71
40701.875,0.72,304.33
40701.91667,0.64,272.53
40701.95833,0.5,221.1
40702,0.4,187.65
40702.04167,0.32,162.86
40702.08333,0.28,151.13
40702.125,0.29,154.02
40702.16667,0.39,184.45
40702.20833,0.51,224.59
40702.25,0.63,268.68
40702.29167,0.67,284.25
40702.33333,0.57,246.14
40702.375,0.53,231.67
40702.41667,0.39,184.45
40702.45833,0.31,159.89
40702.5,0.14,113.52
40702.54167,0.01,83.4
40702.58333,-0.09,63.39
40702.625,-0.11,59.71
40702.66667,-0.11,59.71
40702.70833,0.14,113.52
40702.75,0.32,162.86
40702.79167,0.49,217.63
40702.83333,0.69,292.2
40702.875,0.68,288.21
40702.91667,0.69,292.2
40702.95833,0.53,231.67
40703,0.43,197.4
40703.04167,0.37,178.15
40703.08333,0.28,151.13
40703.125,0.17,121.12
40703.16667,0.24,139.84
40703.20833,0.27,148.27
40703.25,0.35,171.95
40703.29167,0.47,210.77
40703.33333,0.46,207.39
40703.375,0.49,217.63
40703.41667,0.56,242.48
40703.45833,0.42,194.12
40703.5,0.32,162.86
40703.54167,0.22,134.35
40703.58333,0.09,101.38
40703.625,0.02,85.55
40703.66667,0.01,83.4
40703.70833,0.03,87.73
40703.75,0.25,142.62
40703.79167,0.38,181.29
40703.83333,0.58,249.83
40703.875,0.71,300.26
40703.91667,0.73,308.43
40703.95833,0.62,264.85
40704,0.56,242.48
40704.04167,0.46,207.39
40704.08333,0.3,156.94
40704.125,0.19,126.33
40704.16667,0.13,111.03
40704.20833,0.13,111.03
40704.25,0.17,121.12
40704.29167,0.24,139.84
40704.33333,0.31,159.89
40704.375,0.46,207.39
40704.41667,0.47,210.77
40704.45833,0.48,214.19
40704.5,0.45,204.03
40704.54167,0.34,168.9
40704.58333,0.28,151.13
40704.625,0.25,142.62
40704.66667,0.15,116.02
40704.70833,0.15,116.02
40704.75,0.27,148.27
40704.79167,0.35,171.95
40704.83333,0.51,224.59
40704.875,0.72,304.33
40704.91667,0.75,316.71
40704.95833,0.73,308.43
40705,0.69,292.2
40705.04167,0.57,246.14
40705.08333,0.46,207.39
40705.125,0.27,148.27
40705.16667,0.19,126.33
40705.20833,0.08,99.04
40705.25,0.04,89.94
40705.29167,0.12,108.58
40705.33333,0.18,123.71
40705.375,0.27,148.27
40705.41667,0.51,224.59
40705.45833,0.5,221.1
40705.5,0.55,238.85
40705.54167,0.63,268.68
40705.58333,0.53,231.67
40705.625,0.49,217.63
40705.66667,0.37,178.15
40705.70833,0.28,151.13
40705.75,0.39,184.45
40705.79167,0.38,181.29
40705.83333,0.48,214.19
40705.875,0.74,312.56
40705.91667,0.77,325.1
40705.95833,0.79,333.6
40706,0.87,368.69
40706.04167,0.73,308.43
40706.08333,0.56,242.48
40706.125,0.4,187.65
40706.16667,0.22,134.35
40706.20833,0.04,89.94
40706.25,-0.07,67.17
40706.29167,-0.15,52.69
40706.33333,-0.14,54.41
40706.375,-0.05,71.06
40706.41667,0.13,111.03
40706.45833,0.26,145.43
40706.5,0.5,221.1
40706.54167,0.49,217.63
40706.58333,0.63,268.68
40706.625,0.66,280.31
40706.66667,0.41,190.87
40706.70833,0.52,228.11
40706.75,0.4,187.65
40706.79167,0.34,168.9
40706.83333,0.52,228.11
40706.875,0.54,235.24
40706.91667,0.69,292.2
40706.95833,0.87,368.69
40707,0.84,355.33
40707.04167,0.84,355.33
40707.08333,0.8,337.89
40707.125,0.51,224.59
40707.16667,0.35,171.95
40707.20833,0.18,123.71
40707.25,-0.01,79.18
40707.29167,-0.15,52.69
40707.33333,-0.21,42.99
40707.375,-0.22,41.47
40707.41667,-0.07,67.17
40707.45833,0.13,111.03
40707.5,0.36,175.04
40707.54167,0.55,238.85
40707.58333,0.67,284.25
40707.625,0.76,320.89
40707.66667,0.69,292.2
40707.70833,0.66,280.31
40707.75,0.54,235.24
40707.79167,0.51,224.59
40707.83333,0.47,210.77
40707.875,0.59,253.54
40707.91667,0.71,300.26
40707.95833,0.81,342.21
40708,0.89,377.74
40708.04167,0.98,419.81
40708.08333,0.9,382.3
40708.125,0.74,312.56
40708.16667,0.53,231.67
40708.20833,0.33,165.87
40708.25,0.05,92.17
40708.29167,-0.12,57.92
40708.33333,-0.25,37.07
40708.375,-0.33,26.54
40708.41667,-0.34,25.35
40708.45833,-0.2,44.54
40708.5,0.11,106.15
40708.54167,0.33,165.87
40708.58333,0.59,253.54
40708.625,0.72,304.33
40708.66667,0.69,292.2
40708.70833,0.75,316.71
40708.75,0.62,264.85
40708.79167,0.49,217.63
40708.83333,0.39,184.45
40708.875,0.45,204.03
40708.91667,0.54,235.24
40708.95833,0.64,272.53
40709,0.78,329.33
40709.04167,0.95,405.54
40709.08333,0.95,405.54
40709.125,0.86,364.21
40709.16667,0.73,308.43
40709.20833,0.45,204.03
40709.25,0.11,106.15
40709.29167,-0.18,47.72
40709.33333,-0.35,24.18
40709.375,-0.47,12.34
40709.41667,-0.5,9.99
40709.45833,-0.42,16.79
40709.5,-0.18,47.72
40709.54167,0.06,94.43
40709.58333,0.44,200.7
40709.625,0.62,264.85
40709.66667,0.72,304.33
40709.70833,0.77,325.1
40709.75,0.72,304.33
40709.79167,0.55,238.85
40709.83333,0.43,197.4
40709.875,0.45,204.03
40709.91667,0.34,168.9
40709.95833,0.45,204.03
40710,0.6,257.29
40710.04167,0.75,316.71
40710.08333,0.89,377.74
40710.125,0.89,377.74
40710.16667,0.78,329.33
40710.20833,0.58,249.83
40710.25,0.34,168.9
40710.29167,0.07,96.72
40710.33333,-0.2,44.54
40710.375,-0.39,19.79
40710.41667,-0.48,11.53
40710.45833,-0.51,9.27
40710.5,-0.44,14.93
40710.54167,-0.21,42.99
40710.58333,0.11,106.15
40710.625,0.43,197.4
40710.66667,0.56,242.48
40710.70833,0.69,292.2
40710.75,0.71,300.26
40710.79167,0.58,249.83
40710.83333,0.49,217.63
40710.875,0.39,184.45
40710.91667,0.31,159.89
40710.95833,0.38,181.29
40711,0.52,228.11
40711.04167,0.58,249.83
40711.08333,0.91,386.89
40711.125,0.89,377.74
40711.16667,0.89,377.74
40711.20833,0.85,359.75
40711.25,0.51,224.59
40711.29167,0.32,162.86
40711.33333,0.05,92.17
40711.375,-0.2,44.54
40711.41667,-0.36,23.04
40711.45833,-0.43,15.85
40711.5,-0.44,14.93
40711.54167,-0.35,24.18
40711.58333,-0.09,63.39
40711.625,0.2,128.98
40711.66667,0.5,221.1
40711.70833,0.72,304.33
40711.75,0.69,292.2
40711.79167,0.74,312.56
40711.83333,0.57,246.14
40711.875,0.48,214.19
40711.91667,0.42,194.12
40711.95833,0.36,175.04
40712,0.37,178.15
40712.04167,0.56,242.48
40712.08333,0.74,312.56
40712.125,0.87,368.69
40712.16667,0.95,405.54
40712.20833,0.9,382.3
40712.25,0.76,320.89
40712.29167,0.55,238.85
40712.33333,0.24,139.84
40712.375,-0.04,73.05
40712.41667,-0.24,38.51
40712.45833,-0.36,23.04
40712.5,-0.42,16.79
40712.54167,-0.4,18.77
40712.58333,-0.23,39.97
40712.625,0.08,99.04
40712.66667,0.41,190.87
40712.70833,0.55,238.85
40712.75,0.72,304.33
40712.79167,0.72,304.33
40712.83333,0.58,249.83
40712.875,0.54,235.24
40712.91667,0.44,200.7
40712.95833,0.23,137.08
40713,0.32,162.86
40713.04167,0.38,181.29
40713.08333,0.47,210.77
40713.125,0.77,325.1
40713.16667,0.82,346.55
40713.20833,0.88,373.2
40713.25,0.9,382.3
40713.29167,0.63,268.68
40713.33333,0.43,197.4
40713.375,0.16,118.56
40713.41667,-0.08,65.26
40713.45833,-0.28,32.91
40713.5,-0.33,26.54
40713.54167,-0.36,23.04
40713.58333,-0.23,39.97
40713.625,0.08,99.04
40713.66667,0.24,139.84
40713.70833,0.54,235.24
40713.75,0.7,296.22
40713.79167,0.63,268.68
40713.83333,0.72,304.33
40713.875,0.52,228.11
40713.91667,0.42,194.12
40713.95833,0.32,162.86
40714,0.26,145.43
40714.04167,0.22,134.35
40714.08333,0.35,171.95
40714.125,0.48,214.19
40714.16667,0.64,272.53
40714.20833,0.81,342.21
40714.25,0.77,325.1
40714.29167,0.64,272.53
40714.33333,0.47,210.77
40714.375,0.26,145.43
40714.41667,0.05,92.17
40714.45833,-0.12,57.92
40714.5,-0.25,37.07
40714.54167,-0.29,31.58
40714.58333,-0.25,37.07
40714.625,-0.11,59.71
40714.66667,0.08,99.04
40714.70833,0.39,184.45
40714.75,0.55,238.85
40714.79167,0.63,268.68
40714.83333,0.66,280.31
40714.875,0.56,242.48
40714.91667,0.48,214.19
40714.95833,0.3,156.94
40715,0.25,142.62
40715.04167,0.2,128.98
40715.08333,0.18,123.71
40715.125,0.34,168.9
40715.16667,0.48,214.19
40715.20833,0.59,253.54
40715.25,0.79,333.6
40715.29167,0.69,292.2
40715.33333,0.56,242.48
40715.375,0.48,214.19
40715.41667,0.18,123.71
40715.45833,0,81.27
40715.5,-0.14,54.41
40715.54167,-0.26,35.65
40715.58333,-0.23,39.97
40715.625,-0.07,67.17
40715.66667,0.05,92.17
40715.70833,0.35,171.95
40715.75,0.44,200.7
40715.79167,0.66,280.31
40715.83333,0.75,316.71
40715.875,0.58,249.83
40715.91667,0.67,284.25
40715.95833,0.44,200.7
40716,0.27,148.27
40716.04167,0.24,139.84
40716.08333,0.16,118.56
40716.125,0.16,118.56
40716.16667,0.39,184.45
40716.20833,0.38,181.29
40716.25,0.54,235.24
40716.29167,0.59,253.54
40716.33333,0.45,204.03
40716.375,0.43,197.4
40716.41667,0.31,159.89
40716.45833,0.12,108.58
40716.5,0.02,85.55
40716.54167,-0.08,65.26
40716.58333,-0.17,49.35
40716.625,-0.11,59.71
40716.66667,0.03,87.73
40716.70833,0.19,126.33
40716.75,0.46,207.39
40716.79167,0.52,228.11
40716.83333,0.72,304.33
40716.875,0.75,316.71
40716.91667,0.62,264.85
40716.95833,0.5,221.1
40717,0.4,187.65
40717.04167,0.29,154.02
40717.08333,0.17,121.12
40717.125,0.2,128.98
40717.16667,0.21,131.65
40717.20833,0.32,162.86
40717.25,0.49,217.63
40717.29167,0.56,242.48
40717.33333,0.54,235.24
40717.375,0.68,288.21
40717.41667,0.47,210.77
40717.45833,0.36,175.04
40717.5,0.32,162.86
40717.54167,0.2,128.98
40717.58333,0.14,113.52
40717.625,0.18,123.71
40717.66667,0.23,137.08
40717.70833,0.31,159.89
40717.75,0.55,238.85
40717.79167,0.64,272.53
40717.83333,0.78,329.33
